# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 14 19:01:46 2023
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,sy_dist,sy_gaiamag
Kepler-1388 e,Kepler-1388,1,4,Transit,2016,37.63270840,0.186100,2.460,0.219,6.62000,0.02080,M-R relationship,2.440000,0.000000,3.97,299,0,,4098.00,0.61,0.63,-1.107,4.67,453.7950000,16.2941000
Kepler-1389 b,Kepler-1389,1,1,Transit,2016,99.25309510,0.386900,1.770,0.158,3.78000,0.01190,M-R relationship,3.750000,0.000000,1.87,300,1,,5078.00,0.74,0.81,-0.534,4.61,497.0930000,14.6836000
Kepler-139 b,Kepler-139,1,2,Transit,2014,15.77104400,0.127000,2.940,0.262,8.96000,0.02820,M-R relationship,1.940000,0.000000,64.78,752,0,,5594.00,1.30,1.05,0.016,4.25,391.0380000,12.6770000
Kepler-139 c,Kepler-139,1,2,Transit,2014,157.07287800,0.586000,3.380,0.302,11.40000,0.03570,M-R relationship,1.620000,0.000000,3.02,350,1,,5594.00,1.30,1.05,0.016,4.25,391.0380000,12.6770000
Kepler-1390 b,Kepler-1390,1,1,Transit,2016,6.48021673,0.066200,1.180,0.105,1.76000,0.00553,M-R relationship,5.890000,0.000000,171.13,934,0,,5753.00,0.98,0.98,-0.100,4.45,723.4310000,14.4022000
Kepler-1391 b,Kepler-1391,1,1,Transit,2016,54.40923330,0.276800,1.680,0.150,3.46000,0.01090,M-R relationship,4.010000,0.000000,33.34,513,0,,5840.00,1.10,1.03,0.439,4.36,1038.3500000,13.8283000
Kepler-1392 b,Kepler-1392,1,1,Transit,2016,15.14103970,0.118900,1.960,0.175,4.50000,0.01420,M-R relationship,3.280000,0.000000,61.42,714,0,,5479.00,0.85,0.88,-0.231,4.53,1117.0000000,15.6665000
Kepler-1393 b,Kepler-1393,1,1,Transit,2016,2.44357812,0.033700,0.800,0.071,0.43700,0.00137,M-R relationship,4.690000,0.000000,574.37,1249,0,,5697.00,0.92,0.95,0.151,4.50,544.4560000,13.3324000
Kepler-1394 b,Kepler-1394,1,1,Transit,2016,3.93766373,0.055500,1.390,0.124,2.51000,0.00790,M-R relationship,5.140000,0.000000,2023.01,1947,0,,6481.00,2.55,1.64,0.811,3.84,640.4090000,11.7144000
Kepler-1395 b,Kepler-1395,1,1,Transit,2016,3.78470649,0.049400,0.800,0.071,0.43700,0.00137,M-R relationship,4.690000,0.000000,730.53,1311,0,,6138.00,1.23,1.17,0.277,4.33,492.8940000,12.5360000
Kepler-1396 b,Kepler-1396,1,1,Transit,2016,18.22064210,0.140600,2.070,0.185,4.94000,0.01550,M-R relationship,3.060000,0.000000,71.82,786,0,,6195.00,1.27,1.18,0.204,4.30,1066.4600000,14.5271000
Kepler-1397 b,Kepler-1397,1,1,Transit,2016,47.44995500,0.260200,1.720,0.153,3.61000,0.01130,M-R relationship,3.900000,0.000000,58.10,551,0,,6026.00,1.12,1.09,0.591,4.37,1198.2500000,14.0909000
Kepler-1398 b,Kepler-1398,1,2,Transit,2016,2.78815679,0.039200,0.900,0.080,0.66600,0.00210,M-R relationship,5.020000,0.000000,1249.49,1510,0,,6126.00,1.18,1.13,0.312,4.34,852.2040000,13.6605000
Kepler-1398 c,Kepler-1398,1,2,Transit,2016,4.13827595,0.051000,1.030,0.092,1.08000,0.00340,M-R relationship,5.430000,0.000000,738.18,1324,0,,6126.00,1.18,1.13,0.312,4.34,852.2040000,13.6605000
Kepler-1399 b,Kepler-1399,1,1,Transit,2016,1.63865306,0.027600,1.250,0.112,2.10000,0.00660,M-R relationship,5.910000,0.000000,1707.25,1610,0,,5735.00,0.96,0.97,0.010,4.47,1385.7000000,15.5074000
Kepler-14 b,Kepler-14,2,1,Transit,2011,6.79012300,0.077100,12.733,1.136,2669.66000,8.40000,Mass,7.100000,0.035000,1029.51,1605,0,,6395.00,2.05,1.51,0.799,3.99,798.0000000,
Kepler-140 b,Kepler-140,1,2,Transit,2014,3.25427000,0.045000,1.610,0.144,3.22000,0.01010,M-R relationship,4.240000,0.000000,848.70,1301,0,,6077.00,1.29,1.15,0.251,4.27,583.8590000,12.9412000
Kepler-140 c,Kepler-140,1,2,Transit,2014,91.35328200,0.414000,1.800,0.161,3.89000,0.01230,M-R relationship,3.670000,0.000000,9.96,428,0,,6077.00,1.29,1.15,0.251,4.27,583.8590000,12.9412000
Kepler-1400 b,Kepler-1400,1,1,Transit,2016,9.06689421,0.077100,1.620,0.145,3.26000,0.01020,M-R relationship,4.210000,0.000000,44.52,725,0,,5044.00,0.78,0.83,-0.578,4.58,752.2370000,15.7129000
Kepler-1401 b,Kepler-1401,1,1,Transit,2016,11.20066445,0.097500,1.680,0.150,3.46000,0.01090,M-R relationship,4.010000,0.000000,100.91,808,0,,5964.00,1.10,1.07,0.140,4.39,1425.4300000,14.9721000
Kepler-1402 b,Kepler-1402,1,1,Transit,2016,2.03387914,0.032200,0.760,0.068,0.36300,0.00114,M-R relationship,4.540000,0.000000,2491.12,1789,0,,5416.00,0.87,0.90,0.448,4.53,1493.6400000,14.6083000
Kepler-1403 b,Kepler-1403,1,1,Transit,2016,5.19492202,0.064000,2.140,0.191,5.22000,0.01640,M-R relationship,2.930000,0.000000,699.64,1238,0,,6060.00,1.15,1.11,0.372,4.36,2163.9000000,15.5907000
Kepler-1404 b,Kepler-1404,1,1,Transit,2016,15.93147390,0.114300,2.010,0.179,4.70000,0.01480,M-R relationship,3.180000,0.000000,39.00,596,0,,5261.00,0.80,0.84,-0.370,4.56,962.1830000,15.7029000
Kepler-1405 b,Kepler-1405,1,1,Transit,2016,28.22741840,0.177800,3.960,0.353,14.90000,0.04670,M-R relationship,1.320000,0.000000,33.80,565,0,,5925.00,1.07,1.05,0.022,4.40,1530.3000000,15.8175000
Kepler-1406 b,Kepler-1406,1,1,Transit,2016,11.62905828,0.098700,1.100,0.098,1.37000,0.00430,M-R relationship,5.660000,0.000000,125.89,854,0,,5892.00,1.12,1.05,0.135,4.36,572.4030000,13.3819000
Kepler-1407 b,Kepler-1407,1,1,Transit,2016,20.07115040,0.150200,2.250,0.201,5.69000,0.01790,M-R relationship,2.740000,0.000000,78.67,826,0,,6010.00,1.15,1.10,0.271,4.36,1396.4100000,14.8925000
Kepler-1408 b,Kepler-1408,1,1,Transit,2016,2.99793191,0.042500,0.890,0.079,0.64000,0.00201,M-R relationship,4.990000,0.000000,1982.27,1616,0,,6170.00,1.35,1.21,0.579,4.25,535.0480000,11.9622000
Kepler-1409 b,Kepler-1409,1,1,Transit,2016,0.76486493,0.015200,1.040,0.093,1.12000,0.00352,M-R relationship,5.470000,0.000000,1552.13,1733,0,,5160.00,0.79,0.83,-0.422,4.57,694.8900000,15.1720000
Kepler-141 b,Kepler-141,1,2,Transit,2014,3.10767500,0.039000,0.690,0.062,0.25700,0.00081,M-R relationship,4.300000,0.000000,228.66,968,0,,4910.00,0.79,1.00,-0.446,4.57,301.1830000,13.4205000
Kepler-141 c,Kepler-141,1,2,Transit,2014,7.01060600,0.067000,1.410,0.126,2.57000,0.00809,M-R relationship,5.040000,0.000000,77.41,738,0,,4910.00,0.79,1.00,-0.446,4.57,301.1830000,13.4205000
Kepler-1410 b,Kepler-1410,1,1,Transit,2016,60.86616800,0.254300,1.780,0.159,3.82000,0.01200,M-R relationship,3.720000,0.000000,1.06,290,0,,4092.00,0.60,0.63,-1.158,4.67,367.0000000,15.9484000
Kepler-1411 b,Kepler-1411,1,1,Transit,2016,86.11508880,0.400100,2.820,0.252,8.35000,0.02630,M-R relationship,2.050000,0.000000,8.93,441,0,,5664.00,0.92,0.95,0.041,4.49,1660.4800000,15.7709000
Kepler-1412 b,Kepler-1412,1,1,Transit,2016,3.61460510,0.046100,0.830,0.074,0.49800,0.00157,M-R relationship,4.790000,0.000000,1087.78,1397,0,,5880.00,1.27,1.06,0.383,4.25,755.6780000,13.1928000
Kepler-1413 b,Kepler-1413,1,1,Transit,2016,13.18296420,0.106600,1.820,0.162,3.97000,0.01250,M-R relationship,3.620000,0.000000,42.83,661,0,,5196.00,0.80,0.84,-0.391,4.57,1167.4900000,16.2846000
Kepler-1414 b,Kepler-1414,1,1,Transit,2016,3.51576315,0.042600,1.230,0.110,2.04000,0.00642,M-R relationship,6.020000,0.000000,209.46,1033,0,,4951.00,0.75,0.80,-0.464,4.59,570.8350000,14.8607000
Kepler-1415 b,Kepler-1415,1,1,Transit,2016,0.63642408,0.014400,1.290,0.115,2.21000,0.00696,M-R relationship,5.660000,0.000000,2138.08,1846,0,,5267.00,0.84,0.89,-0.297,4.54,1043.5600000,15.7209000
Kepler-1416 b,Kepler-1416,1,1,Transit,2016,1.49514952,0.025700,0.880,0.079,0.61500,0.00193,M-R relationship,4.960000,0.000000,2658.55,1870,0,,6019.00,1.15,1.09,0.284,4.35,949.5900000,14.2260000
Kepler-1417 b,Kepler-1417,1,1,Transit,2016,20.35052130,0.143100,1.000,0.089,0.97200,0.00306,M-R relationship,5.340000,0.000000,114.33,695,0,,5839.00,1.02,1.02,0.395,4.43,991.8450000,13.8576000
Kepler-1418 b,Kepler-1418,1,1,Transit,2016,22.47644250,0.131000,1.660,0.148,3.39000,0.01070,M-R relationship,4.070000,0.000000,7.29,419,0,,4770.00,0.72,0.77,-0.616,4.61,499.0000000,15.2813000
Kepler-1419 b,Kepler-1419,1,1,Transit,2016,42.52158950,0.239100,2.860,0.255,8.55000,0.02690,M-R relationship,2.010000,0.000000,21.24,510,0,,5796.00,1.01,1.01,0.042,4.43,1498.5800000,15.7181000
Kepler-142 b,Kepler-142,1,3,Transit,2014,2.02415200,0.032000,1.990,0.178,4.62000,0.01450,M-R relationship,3.220000,0.000000,1247.91,1597,0,,5790.00,1.27,0.99,0.107,4.26,548.6860000,13.1970000
Kepler-142 c,Kepler-142,1,3,Transit,2014,4.76170200,0.057000,2.860,0.255,8.55000,0.02690,M-R relationship,2.010000,0.000000,399.44,1201,0,,5790.00,1.27,0.99,0.107,4.26,548.6860000,13.1970000
Kepler-142 d,Kepler-142,1,3,Transit,2014,41.80911800,0.242000,2.160,0.193,5.31000,0.01670,M-R relationship,2.900000,0.000000,22.07,582,1,,5790.00,1.27,0.99,0.107,4.26,548.6860000,13.1970000
Kepler-1420 b,Kepler-1420,1,1,Transit,2016,6.69960006,0.067100,1.280,0.114,2.18000,0.00687,M-R relationship,5.710000,0.000000,131.53,806,0,,5187.00,0.79,0.82,-0.232,4.57,1054.3700000,15.8488000
Kepler-1421 b,Kepler-1421,1,1,Transit,2016,6.91311120,0.076200,0.930,0.083,0.74900,0.00236,M-R relationship,5.120000,0.000000,649.15,1209,0,,6335.00,1.42,1.25,0.599,4.23,783.4010000,12.7261000
Kepler-1422 b,Kepler-1422,1,1,Transit,2016,18.60519420,0.149900,2.020,0.180,4.74000,0.01490,M-R relationship,3.160000,0.000000,156.90,833,0,,6194.00,1.23,1.15,0.447,4.32,2465.8400000,15.6194000
Kepler-1423 b,Kepler-1423,1,1,Transit,2016,23.95537800,0.158600,1.060,0.095,1.20000,0.00377,M-R relationship,5.540000,0.000000,71.16,741,0,,4939.00,0.75,0.79,-0.520,4.59,449.0000000,14.5581000
Kepler-1424 b,Kepler-1424,1,1,Transit,2016,29.60917440,0.186100,1.160,0.103,1.65000,0.00521,M-R relationship,5.810000,0.000000,37.12,629,0,,5838.00,1.07,1.02,0.271,4.39,661.4210000,13.5925000
Kepler-1425 b,Kepler-1425,1,1,Transit,2016,14.45413020,0.103800,0.940,0.084,0.77900,0.00245,M-R relationship,5.150000,0.000000,216.41,676,0,,5718.00,0.95,0.97,0.398,4.47,863.8730000,13.5629000
Kepler-1426 b,Kepler-1426,1,1,Transit,2016,14.25632270,0.118700,1.560,0.139,3.05000,0.00961,M-R relationship,4.410000,0.000000,95.22,797,0,,5831.00,1.02,1.02,0.035,4.43,1697.8100000,15.1663000
Kepler-1427 b,Kepler-1427,1,1,Transit,2016,0.96897238,0.019700,1.100,0.098,1.37000,0.00430,M-R relationship,5.660000,0.000000,2730.51,1844,0,,5793.00,1.01,1.01,0.016,4.44,1220.0000000,15.4816000
Kepler-1428 b,Kepler-1428,1,1,Transit,2016,10.67607169,0.105900,1.640,0.146,3.33000,0.01050,M-R relationship,4.150000,0.000000,817.58,1049,0,,6184.00,1.36,1.28,0.944,4.28,1530.3200000,13.5234000
Kepler-1429 b,Kepler-1429,1,1,Transit,2016,4.48487493,0.055000,1.290,0.115,2.21000,0.00696,M-R relationship,5.660000,0.000000,551.16,1199,0,,5902.00,1.07,1.05,0.138,4.40,1214.0900000,14.8316000
Kepler-143 b,Kepler-143,1,2,Transit,2014,16.00758300,0.127000,2.410,0.215,6.39000,0.02010,M-R relationship,2.510000,0.000000,118.33,838,0,,5848.00,1.36,1.06,0.294,4.20,809.4670000,13.7057000
Kepler-143 c,Kepler-143,1,2,Transit,2014,27.08251100,0.181000,3.370,0.301,11.30000,0.03550,M-R relationship,1.620000,0.000000,58.70,703,0,,5848.00,1.36,1.06,0.294,4.20,809.4670000,13.7057000
Kepler-1430 b,Kepler-1430,1,1,Transit,2016,2.46050993,0.030400,1.180,0.105,1.76000,0.00553,M-R relationship,5.890000,0.000000,208.54,969,0,,4796.00,0.72,0.77,-0.816,4.62,875.5230000,15.2824000
Kepler-1431 b,Kepler-1431,1,1,Transit,2016,5.86601526,0.064800,1.470,0.131,2.76000,0.00869,M-R relationship,4.770000,0.000000,469.82,1064,0,,5806.00,1.03,1.03,0.243,4.42,1623.2400000,15.2711000
Kepler-1432 b,Kepler-1432,1,1,Transit,2016,23.91090110,0.169600,2.220,0.198,5.56000,0.01750,M-R relationship,2.790000,0.000000,119.24,709,0,,6031.00,1.13,1.09,0.449,4.37,2171.8700000,15.3702000
Kepler-1433 b,Kepler-1433,1,1,Transit,2016,4.13592271,0.051600,1.560,0.139,3.05000,0.00961,M-R relationship,4.410000,0.000000,535.42,1226,0,,6097.00,1.19,1.14,0.247,4.34,1328.0000000,
Kepler-1434 b,Kepler-1434,1,1,Transit,2016,8.05333618,0.089400,1.110,0.099,1.41000,0.00444,M-R relationship,5.670000,0.000000,925.29,1320,0,,6291.00,2.04,1.47,0.862,3.98,775.5290000,12.0421000
Kepler-1435 b,Kepler-1435,1,1,Transit,2016,4.45343281,0.054600,0.860,0.077,0.56600,0.00178,M-R relationship,4.890000,0.000000,893.89,1331,0,,6356.00,1.32,1.21,0.468,4.28,704.2110000,12.8692000
Kepler-1436 b,Kepler-1436,1,1,Transit,2016,9.70571600,0.090700,1.310,0.117,2.27000,0.00714,M-R relationship,5.550000,0.000000,772.08,1001,0,,5972.00,1.09,1.06,0.801,4.39,2530.6200000,14.9099000
Kepler-1437 b,Kepler-1437,1,1,Transit,2016,10.92954610,0.095100,1.370,0.122,2.45000,0.00771,M-R relationship,5.240000,0.000000,83.14,770,0,,5557.00,0.90,0.93,0.316,4.51,2101.6900000,15.6607000
Kepler-1438 b,Kepler-1438,1,1,Transit,2016,2.31942009,0.034600,0.940,0.084,0.77900,0.00245,M-R relationship,5.150000,0.000000,561.12,1490,0,,5530.00,0.96,0.97,0.123,4.46,1154.1300000,14.8610000
Kepler-1439 b,Kepler-1439,1,1,Transit,2016,8.07392849,0.059400,1.460,0.130,2.73000,0.00859,M-R relationship,4.820000,0.000000,9.08,420,0,,3578.00,0.43,0.46,-1.544,4.83,225.3930000,16.0979000
Kepler-144 b,Kepler-144,1,2,Transit,2014,5.88527300,0.066000,1.330,0.119,2.33000,0.00733,M-R relationship,5.440000,0.000000,426.72,1253,0,,6075.00,1.24,1.15,0.282,4.29,384.9170000,11.9438000
Kepler-144 c,Kepler-144,1,2,Transit,2014,10.10466500,0.094000,1.350,0.120,2.39000,0.00752,M-R relationship,5.340000,0.000000,207.25,1046,0,,6075.00,1.24,1.15,0.282,4.29,384.9170000,11.9438000
Kepler-1440 b,Kepler-1440,1,1,Transit,2016,39.85948400,0.227400,1.260,0.112,2.13000,0.00669,M-R relationship,5.850000,0.000000,44.73,597,0,,5698.00,0.96,0.98,0.377,4.46,1115.3500000,14.1018000
Kepler-1441 b,Kepler-1441,1,1,Transit,2016,39.44198390,0.234600,1.310,0.117,2.27000,0.00714,M-R relationship,5.550000,0.000000,33.05,682,0,,5802.00,1.00,1.00,0.325,4.45,1110.4800000,14.2567000
Kepler-1442 b,Kepler-1442,1,1,Transit,2016,81.41629410,0.403900,3.930,0.351,14.70000,0.04610,M-R relationship,1.330000,0.000000,25.97,522,0,,6394.00,1.44,1.34,0.651,4.25,608.6800000,12.0303000
Kepler-1443 b,Kepler-1443,1,1,Transit,2016,2.41811321,0.036800,0.970,0.087,0.87100,0.00274,M-R relationship,5.240000,0.000000,2809.16,1602,0,,6289.00,1.27,1.19,0.561,4.30,593.6460000,12.2120000
Kepler-1444 b,Kepler-1444,1,1,Transit,2016,33.42035034,0.201500,2.180,0.194,5.39000,0.01700,M-R relationship,2.860000,0.000000,25.94,581,0,,5810.00,1.05,1.03,0.021,4.40,319.6750000,12.2578000
Kepler-1445 b,Kepler-1445,1,1,Transit,2016,10.60052251,0.094800,0.960,0.086,0.84000,0.00264,M-R relationship,5.220000,0.000000,248.55,987,0,,6150.00,1.26,1.13,0.340,4.28,506.3570000,12.4184000
Kepler-1446 b,Kepler-1446,1,1,Transit,2016,0.68996783,0.014100,0.820,0.073,0.47700,0.00150,M-R relationship,4.750000,0.000000,1213.33,1539,0,,4865.00,0.75,0.81,-0.651,4.60,152.0750000,12.4086000
Kepler-1447 b,Kepler-1447,1,1,Transit,2016,56.67472850,0.283600,2.900,0.259,8.75000,0.02750,M-R relationship,1.970000,0.000000,10.35,522,0,,5722.00,0.95,0.97,-0.042,4.47,890.2960000,14.6643000
Kepler-1448 b,Kepler-1448,1,1,Transit,2016,12.27065865,0.105800,1.610,0.144,3.22000,0.01010,M-R relationship,4.240000,0.000000,86.64,811,0,,5774.00,0.93,0.95,-0.069,4.49,768.9030000,14.3796000
Kepler-1449 b,Kepler-1449,1,1,Transit,2016,13.22745280,0.117600,1.680,0.150,3.46000,0.01090,M-R relationship,4.010000,0.000000,271.88,867,0,,5979.00,1.10,1.08,0.509,4.39,2006.4800000,15.0306000
Kepler-145 b,Kepler-145,1,2,Transit,2013,22.95100000,0.169900,2.650,0.236,37.10000,0.11700,Mass,11.000000,0.430000,154.71,873,1,,6022.00,1.85,1.32,0.692,4.02,566.8500000,11.8746000
Kepler-145 c,Kepler-145,1,2,Transit,2013,42.88200000,0.257800,4.320,0.385,79.40000,0.25000,Mass,5.410000,0.110000,67.19,709,1,,6022.00,1.85,1.32,0.692,4.02,566.8500000,11.8746000
Kepler-1450 b,Kepler-1450,1,1,Transit,2016,54.50941660,0.240100,1.710,0.153,3.57000,0.01120,M-R relationship,3.920000,0.000000,3.08,308,0,,4524.00,0.68,0.71,-0.768,4.63,505.8290000,15.4892000
Kepler-1451 b,Kepler-1451,1,1,Transit,2016,35.62223300,0.210100,3.350,0.299,11.20000,0.03520,M-R relationship,1.640000,0.000000,18.75,523,0,,5782.00,0.99,1.00,-0.119,4.45,1058.7200000,15.2999000
Kepler-1452 b,Kepler-1452,1,1,Transit,2016,42.91375100,0.269700,2.700,0.241,7.75000,0.02440,M-R relationship,2.160000,0.000000,73.50,810,0,,6101.00,2.06,1.41,0.721,3.95,996.3200000,13.0714000
Kepler-1453 b,Kepler-1453,1,1,Transit,2016,47.16116960,0.262000,2.670,0.238,7.61000,0.02390,M-R relationship,2.200000,0.000000,11.89,503,1,,5665.00,0.94,0.97,-0.140,4.48,1196.0400000,15.5278000
Kepler-1454 b,Kepler-1454,1,1,Transit,2016,47.03194790,0.244700,1.880,0.168,4.19000,0.01320,M-R relationship,3.470000,0.000000,9.08,492,0,,5448.00,0.86,0.90,-0.255,4.53,780.5660000,14.8994000
Kepler-1455 b,Kepler-1455,1,1,Transit,2016,49.27676400,0.214900,2.160,0.193,5.31000,0.01670,M-R relationship,2.900000,0.000000,1.53,298,0,,4075.00,0.60,0.62,-1.141,4.68,357.6210000,15.8657000
Kepler-1456 b,Kepler-1456,1,1,Transit,2016,18.13738290,0.113200,1.140,0.102,1.55000,0.00489,M-R relationship,5.750000,0.000000,8.23,433,0,,4231.00,0.62,0.64,-0.957,4.67,370.3120000,15.4450000
Kepler-1457 b,Kepler-1457,1,1,Transit,2016,51.11102430,0.266800,1.990,0.178,4.62000,0.01450,M-R relationship,3.220000,0.000000,23.47,478,0,,5866.00,1.01,1.01,0.215,4.43,889.8850000,14.0283000
Kepler-1458 b,Kepler-1458,1,1,Transit,2016,47.98727640,0.249500,2.760,0.246,8.05000,0.02530,M-R relationship,2.100000,0.000000,8.29,493,0,,5653.00,0.94,0.96,-0.240,4.48,544.4500000,14.1996000
Kepler-1459 b,Kepler-1459,1,1,Transit,2016,62.86916110,0.282900,1.360,0.121,2.42000,0.00761,M-R relationship,5.290000,0.000000,3.51,349,0,,4828.00,0.74,0.78,-0.523,4.61,455.4790000,14.5519000
Kepler-146 b,Kepler-146,1,2,Transit,2014,31.15879900,0.200000,3.710,0.331,13.30000,0.04180,M-R relationship,1.430000,0.000000,32.89,639,0,,5948.00,1.21,1.10,0.148,4.31,716.7970000,13.8031000
Kepler-146 c,Kepler-146,1,2,Transit,2014,76.73217100,0.364000,3.130,0.279,9.96000,0.03130,M-R relationship,1.780000,0.000000,9.89,473,0,,5948.00,1.21,1.10,0.148,4.31,716.7970000,13.8031000
Kepler-1460 b,Kepler-1460,1,1,Transit,2016,29.96332470,0.161400,1.960,0.175,4.50000,0.01420,M-R relationship,3.280000,0.000000,5.47,391,0,,4422.00,0.67,0.70,-0.844,4.64,553.2180000,15.9191000
Kepler-1461 b,Kepler-1461,1,1,Transit,2016,29.34947750,0.171500,2.030,0.181,4.78000,0.01500,M-R relationship,3.140000,0.000000,8.88,451,0,,4919.00,0.74,0.79,-0.645,4.60,679.1060000,15.6949000
Kepler-1462 b,Kepler-1462,1,1,Transit,2016,65.64883410,0.309400,3.820,0.341,14.00000,0.04400,M-R relationship,1.380000,0.000000,4.70,390,0,,5756.00,1.00,1.00,-0.314,4.45,1017.8200000,15.8562000
Kepler-1463 b,Kepler-1463,1,1,Transit,2016,25.15864000,0.169400,1.860,0.166,4.12000,0.01300,M-R relationship,3.520000,0.000000,57.63,619,0,,5679.00,0.95,0.96,0.092,4.47,1687.4700000,15.7236000
Kepler-1464 b,Kepler-1464,1,2,Transit,2016,31.77859010,0.180300,1.660,0.148,3.39000,0.01070,M-R relationship,4.070000,0.000000,89.47,564,0,,5828.00,1.01,1.02,0.430,4.44,1151.7300000,14.1296000
Kepler-1464 c,Kepler-1464,1,2,Transit,2016,5.32786292,0.054800,1.000,0.089,0.97200,0.00306,M-R relationship,5.340000,0.000000,968.55,1023,0,,5828.00,1.01,1.02,0.430,4.44,1151.7300000,14.1296000
Kepler-1465 b,Kepler-1465,1,1,Transit,2016,31.82771110,0.193900,1.770,0.158,3.78000,0.01190,M-R relationship,3.750000,0.000000,6.25,668,0,,4726.00,0.71,0.75,-0.652,4.62,359.4970000,14.4200000
Kepler-1466 b,Kepler-1466,1,1,Transit,2016,31.17504480,0.194200,1.550,0.138,3.02000,0.00951,M-R relationship,4.460000,0.000000,21.88,585,0,,5884.00,1.02,1.01,-0.023,4.43,631.9490000,13.8694000
Kepler-1467 b,Kepler-1467,1,1,Transit,2016,47.05690430,0.238800,3.300,0.294,10.90000,0.03430,M-R relationship,1.670000,0.000000,7.92,411,0,,5332.00,0.82,0.86,-0.351,4.55,852.8880000,15.5207000
Kepler-1468 b,Kepler-1468,1,3,Transit,2016,8.23984869,0.081700,1.730,0.154,3.64000,0.01150,M-R relationship,3.860000,0.000000,481.35,1093,0,,5893.00,1.05,1.04,0.531,4.42,1899.2400000,14.9515000
Kepler-1468 c,Kepler-1468,1,3,Transit,2016,3.54553021,0.046600,1.150,0.103,1.60000,0.00505,M-R relationship,5.780000,0.000000,1479.57,1448,0,,5893.00,1.05,1.04,0.531,4.42,1899.2400000,14.9515000
Kepler-1468 d,Kepler-1468,1,3,Transit,2021,19.59059906,0.145600,3.332,0.297,11.10000,0.03490,M-R relationship,1.650000,0.000000,52.77,819,0,,5794.00,1.50,1.07,0.531,4.12,1899.2400000,14.9515000
Kepler-1469 b,Kepler-1469,1,1,Transit,2016,21.86353010,0.146600,2.800,0.250,8.25000,0.02590,M-R relationship,2.070000,0.000000,24.90,551,0,,5507.00,0.89,0.92,-0.274,4.51,1159.3000000,15.9891000
Kepler-147 b,Kepler-147,1,2,Transit,2014,12.61058400,0.113000,1.530,0.136,2.96000,0.00930,M-R relationship,4.540000,0.000000,224.61,953,0,,6012.00,1.47,1.14,0.427,4.18,1042.0200000,13.9151000
Kepler-147 c,Kepler-147,1,2,Transit,2014,33.41642300,0.216000,2.430,0.217,6.48000,0.02040,M-R relationship,2.480000,0.000000,61.29,689,0,,6012.00,1.47,1.14,0.427,4.18,1042.0200000,13.9151000
Kepler-1470 b,Kepler-1470,1,1,Transit,2016,16.29509030,0.116000,1.070,0.095,1.24000,0.00390,M-R relationship,5.560000,0.000000,23.92,574,0,,4961.00,0.76,0.80,-0.486,4.59,590.6010000,15.0436000
Kepler-1471 b,Kepler-1471,1,1,Transit,2016,3.63899398,0.045300,1.410,0.126,2.57000,0.00809,M-R relationship,5.040000,0.000000,314.23,1238,0,,5660.00,0.93,0.95,-0.199,4.48,978.6780000,15.2460000
Kepler-1472 b,Kepler-1472,1,1,Transit,2016,38.13128310,0.232200,1.900,0.170,4.27000,0.01340,M-R relationship,3.420000,0.000000,57.08,613,0,,6159.00,1.25,1.16,0.420,4.31,1479.1400000,14.5898000
Kepler-1473 b,Kepler-1473,1,1,Transit,2016,14.42735510,0.116000,1.190,0.106,1.81000,0.00570,M-R relationship,5.900000,0.000000,111.01,783,0,,6046.00,1.09,1.09,0.194,4.40,652.2530000,13.3679000
Kepler-1474 b,Kepler-1474,1,1,Transit,2016,36.43334520,0.210800,2.160,0.193,5.31000,0.01670,M-R relationship,2.900000,0.000000,21.39,561,0,,5870.00,1.04,1.04,0.029,4.42,1180.9000000,15.2172000
